Sample	Assembler	Length_ratio
NCTC13251	miniasm	103.693
NCTC13251	miniasm	98.4051
NCTC13251	miniasm	102.399
NCTC13251	miniasm	107.692
NCTC13251	miniasm	109.742
NCTC13251	miniasm	101.91
NCTC13251	miniasm	102.292
NCTC13251	miniasm	103.247
NCTC13251	miniasm	100.096
NCTC13251	miniasm	107.259
NCTC13251	miniasm	106.877
NCTC13251	miniasm	106.208
NCTC13251	miniasm	99.6124
NCTC13251	miniasm	99.3365
NCTC13251	miniasm	116.061
NCTC13251	miniasm	99.618
NCTC13251	miniasm	102.987
NCTC13251	miniasm	98.659
NCTC13251	miniasm	97.2617
NCTC13251	miniasm	103.534
NCTC13251	miniasm	93.5922
NCTC13251	miniasm	101.327
NCTC13251	miniasm	98.5673
NCTC13251	miniasm	96.4215
NCTC13251	miniasm	100.86
NCTC13251	miniasm	101.898
NCTC13251	miniasm	103.598
NCTC13251	miniasm	104.593
NCTC13251	miniasm	103.592
NCTC13251	miniasm	99.7154
NCTC13251	miniasm	102.522
NCTC13251	miniasm	106.017
NCTC13251	miniasm	101.243
NCTC13251	miniasm	104.976
NCTC13251	miniasm	103.272
NCTC13251	miniasm	106.699
NCTC13251	miniasm	105.233
NCTC13251	miniasm	105.837
NCTC13251	miniasm	102.498
NCTC13251	miniasm	109.77
NCTC13251	miniasm	97.6077
NCTC13251	miniasm	100.575
NCTC13251	miniasm	99.905
NCTC13251	miniasm	102.109
NCTC13251	miniasm	94.4773
NCTC13251	miniasm	102.498
NCTC13251	miniasm	101.144
NCTC13251	miniasm	107.184
NCTC13251	miniasm	101.82
NCTC13251	miniasm	101.533
NCTC13251	miniasm	103.554
NCTC13251	miniasm	103.14
NCTC13251	miniasm	108.658
NCTC13251	miniasm	105.288
NCTC13251	miniasm	101.724
NCTC13251	miniasm	103.839
NCTC13251	miniasm	102.214
NCTC13251	miniasm	102.687
NCTC13251	miniasm	98.8506
NCTC13251	miniasm	101.144
NCTC13251	miniasm	95.8049
NCTC13251	miniasm	100.195
NCTC13251	miniasm	103.458
NCTC13251	miniasm	105.273
NCTC13251	miniasm	104.897
NCTC13251	miniasm	100.29
NCTC13251	miniasm	99.0412
NCTC13251	miniasm	97.1983
NCTC13251	miniasm	102.317
NCTC13251	miniasm	105.944
NCTC13251	miniasm	101.089
NCTC13251	miniasm	101.9
NCTC13251	miniasm	105.187
NCTC13251	miniasm	110.178
NCTC13251	miniasm	103.435
NCTC13251	miniasm	96.3426
NCTC13251	miniasm	105.238
NCTC13251	miniasm	102.687
NCTC13251	miniasm	107.692
NCTC13251	miniasm	100.479
NCTC13251	miniasm	99.0467
NCTC13251	miniasm	105.854
NCTC13251	miniasm	95.4155
NCTC13251	miniasm	101.056
NCTC13251	miniasm	101.345
NCTC13251	miniasm	108.44
NCTC13251	miniasm	102.115
NCTC13251	miniasm	99.6183
NCTC13251	miniasm	100.382
NCTC13251	miniasm	109.51
NCTC13251	miniasm	99.7118
NCTC13251	miniasm	102.882
NCTC13251	miniasm	106.731
NCTC13251	miniasm	105.283
NCTC13251	miniasm	104.962
NCTC13251	miniasm	103.857
NCTC13251	miniasm	108.058
NCTC13251	miniasm	102.788
NCTC13251	miniasm	102.716
NCTC13251	miniasm	106.48
NCTC13251	miniasm	102.981
NCTC13251	miniasm	102.981
NCTC13251	miniasm	97.8661
NCTC13251	miniasm	104.038
NCTC13251	miniasm	103.059
NCTC13251	miniasm	101.636
NCTC13251	miniasm	103.75
NCTC13251	miniasm	102.39
NCTC13251	miniasm	102.791
NCTC13251	miniasm	102.835
NCTC13251	miniasm	98.166
NCTC13251	miniasm	103.854
NCTC13251	miniasm	100
NCTC13251	miniasm	104.55
NCTC13251	miniasm	100.773
NCTC13251	miniasm	101.644
NCTC13251	miniasm	100.593
NCTC13251	miniasm	106.046
NCTC13251	miniasm	104.432
NCTC13251	miniasm	102.015
NCTC13251	miniasm	106.383
NCTC13251	miniasm	108.277
NCTC13251	miniasm	99.6063
NCTC13251	miniasm	105.442
NCTC13251	miniasm	93.7622
NCTC13251	miniasm	104.084
NCTC13251	miniasm	103.428
NCTC13251	miniasm	109.212
NCTC13251	miniasm	93.0571
NCTC13251	miniasm	102.139
NCTC13251	miniasm	101.868
NCTC13251	miniasm	100.935
NCTC13251	miniasm	102.354
NCTC13251	miniasm	99.7175
NCTC13251	miniasm	101.695
NCTC13251	miniasm	103.134
NCTC13251	miniasm	101.601
NCTC13251	miniasm	105.604
NCTC13251	miniasm	103.669
NCTC13251	miniasm	100.282
NCTC13251	miniasm	102.108
NCTC13251	miniasm	103.211
NCTC13251	miniasm	99.4366
NCTC13251	miniasm	99.1501
NCTC13251	miniasm	100.473
NCTC13251	miniasm	101.306
NCTC13251	miniasm	108.79
NCTC13251	miniasm	100.768
NCTC13251	miniasm	96.4896
NCTC13251	miniasm	102.632
NCTC13251	miniasm	98.9554
NCTC13251	miniasm	103.622
NCTC13251	miniasm	106.968
NCTC13251	miniasm	103.927
NCTC13251	miniasm	99.9049
NCTC13251	miniasm	103.864
NCTC13251	miniasm	109.859
NCTC13251	miniasm	108.404
NCTC13251	miniasm	109.733
NCTC13251	miniasm	102.952
NCTC13251	miniasm	101.141
NCTC13251	miniasm	106.101
NCTC13251	miniasm	103.802
NCTC13251	miniasm	103.223
NCTC13251	miniasm	102.657
NCTC13251	miniasm	101.425
NCTC13251	miniasm	101.88
NCTC13251	miniasm	107.414
NCTC13251	miniasm	102.388
NCTC13251	miniasm	104.076
NCTC13251	miniasm	99.9046
NCTC13251	miniasm	97.0504
NCTC13251	miniasm	103.517
NCTC13251	miniasm	102.562
NCTC13251	miniasm	101.33
NCTC13251	miniasm	102.77
NCTC13251	miniasm	99.6237
NCTC13251	miniasm	105.258
NCTC13251	miniasm	95.057
NCTC13251	miniasm	102.969
NCTC13251	miniasm	103.989
NCTC13251	miniasm	103.346
NCTC13251	miniasm	102.376
NCTC13251	miniasm	102.662
NCTC13251	miniasm	101.326
NCTC13251	miniasm	102.849
NCTC13251	miniasm	103.612
NCTC13251	miniasm	101.233
NCTC13251	miniasm	105.233
NCTC13251	miniasm	103.042
NCTC13251	miniasm	101.638
NCTC13251	miniasm	108.708
NCTC13251	miniasm	100.926
NCTC13251	miniasm	103.042
NCTC13251	miniasm	107.319
NCTC13251	miniasm	104.848
NCTC13251	miniasm	107.123
NCTC13251	miniasm	108.244
NCTC13251	miniasm	102.754
NCTC13251	miniasm	104.087
NCTC13251	miniasm	99.2403
NCTC13251	miniasm	100.566
NCTC13251	miniasm	101.806
NCTC13251	miniasm	100.096
NCTC13251	miniasm	107.224
NCTC13251	miniasm	100.856
NCTC13251	miniasm	103.931
NCTC13251	miniasm	105.798
NCTC13251	miniasm	106.673
NCTC13251	miniasm	104.597
NCTC13251	miniasm	97.8158
NCTC13251	miniasm	98.5741
NCTC13251	miniasm	100.475
NCTC13251	miniasm	101.813
NCTC13251	miniasm	99.5261
NCTC13251	miniasm	100.57
NCTC13251	miniasm	103.707
NCTC13251	miniasm	101.527
NCTC13251	miniasm	102.78
NCTC13251	miniasm	99.044
NCTC13251	miniasm	102.197
NCTC13251	miniasm	105.927
NCTC13251	miniasm	103.897
NCTC13251	miniasm	105.508
NCTC13251	miniasm	109.696
NCTC13251	miniasm	102.281
NCTC13251	miniasm	103.232
NCTC13251	miniasm	107.94
NCTC13251	miniasm	95.3686
NCTC13251	miniasm	105.263
NCTC13251	miniasm	106.179
NCTC13251	miniasm	101.052
NCTC13251	miniasm	100.095
NCTC13251	miniasm	98.7643
NCTC13251	miniasm	101.33
NCTC13251	miniasm	100
NCTC13251	miniasm	106.069
NCTC13251	miniasm	102.027
NCTC13251	miniasm	101.896
NCTC13251	miniasm	103.612
NCTC13251	miniasm	93.0415
NCTC13251	miniasm	104.658
NCTC13251	miniasm	104.183
NCTC13251	miniasm	105.367
NCTC13251	miniasm	104.976
NCTC13251	miniasm	102.659
NCTC13251	miniasm	96.8571
NCTC13251	miniasm	96.2679
NCTC13251	miniasm	102.679
NCTC13251	miniasm	102.854
NCTC13251	miniasm	99.6194
NCTC13251	miniasm	98.5714
NCTC13251	miniasm	100.755
NCTC13251	miniasm	102.955
NCTC13251	miniasm	101.429
NCTC13251	miniasm	101.985
NCTC13251	miniasm	107.238
NCTC13251	miniasm	106.857
NCTC13251	miniasm	103.524
NCTC13251	miniasm	103.846
NCTC13251	miniasm	101.239
NCTC13251	miniasm	101.333
NCTC13251	miniasm	102.765
NCTC13251	miniasm	102.168
NCTC13251	miniasm	103.34
NCTC13251	miniasm	104.004
NCTC13251	miniasm	96.374
NCTC13251	miniasm	110.476
NCTC13251	miniasm	105.118
NCTC13251	miniasm	97.9008
NCTC13251	miniasm	93.7083
NCTC13251	miniasm	99.8095
NCTC13251	miniasm	105.268
NCTC13251	miniasm	99.6161
NCTC13251	miniasm	109.501
NCTC13251	miniasm	109.779
NCTC13251	miniasm	99.8093
NCTC13251	miniasm	102.879
NCTC13251	miniasm	101.621
NCTC13251	miniasm	103.551
NCTC13251	miniasm	106.775
NCTC13251	miniasm	97.6054
NCTC13251	miniasm	100.573
NCTC13251	miniasm	95.8055
NCTC13251	miniasm	101.244
NCTC13251	miniasm	102.981
NCTC13251	miniasm	98.8495
NCTC13251	miniasm	102.579
NCTC13251	miniasm	103.686
NCTC13251	miniasm	102.214
NCTC13251	miniasm	103.435
NCTC13251	miniasm	103.557
NCTC13251	miniasm	100.48
NCTC13251	miniasm	107.925
NCTC13251	miniasm	109.212
NCTC13251	miniasm	105.944
NCTC13251	miniasm	102.77
NCTC13251	miniasm	105.837
NCTC13251	miniasm	102.18
NCTC13251	miniasm	104.771
NCTC13251	miniasm	102.115
NCTC13251	miniasm	106.731
NCTC13251	miniasm	116.046
NCTC13251	miniasm	98.1818
NCTC13251	miniasm	104.398
NCTC13251	miniasm	108.541
NCTC13251	miniasm	104.55
NCTC13251	miniasm	104.381
NCTC13251	miniasm	98.8647
NCTC13251	miniasm	97.0392
NCTC13251	miniasm	107.795
NCTC13251	miniasm	108.634
NCTC13251	miniasm	98.166
NCTC13251	miniasm	103.346
NCTC13251	miniasm	106.335
NCTC13251	miniasm	107.603
NCTC13251	miniasm	100.476
NCTC13251	miniasm	105.288
NCTC13251	miniasm	102.488
NCTC13251	miniasm	102.679
NCTC13251	miniasm	99.6063
NCTC13251	miniasm	103.541
NCTC13251	miniasm	102.395
NCTC13251	miniasm	106.48
NCTC13251	miniasm	101.152
NCTC13251	miniasm	103.356
NCTC13251	miniasm	105.47
NCTC13251	miniasm	100.096
NCTC13251	miniasm	103.462
NCTC13251	miniasm	99.6158
NCTC13251	miniasm	103.465
NCTC13251	miniasm	102.874
NCTC13251	miniasm	102.978
NCTC13251	miniasm	104.084
NCTC13251	miniasm	99.7107
NCTC13251	miniasm	99.0347
NCTC13251	miniasm	101.063
NCTC13251	miniasm	102.835
NCTC13251	miniasm	93.5984
NCTC13251	miniasm	95.8049
NCTC13251	miniasm	100.593
NCTC13251	miniasm	104.897
NCTC13251	miniasm	94.499
NCTC13251	miniasm	102.65
NCTC13251	miniasm	101.089
NCTC13251	miniasm	96.369
NCTC13251	miniasm	97.2672
NCTC13251	miniasm	103.746
NCTC13251	miniasm	98.4076
NCTC13251	miniasm	108.558
NCTC13251	miniasm	101.9
NCTC13251	miniasm	109.606
NCTC13251	miniasm	103.295
NCTC13251	miniasm	102.796
NCTC13251	miniasm	107.264
NCTC13251	miniasm	100.475
NCTC13251	miniasm	98.2841
NCTC13251	miniasm	101.608
NCTC13251	miniasm	102.266
NCTC13251	miniasm	98.5728
NCTC13251	miniasm	103.718
NCTC13251	miniasm	101.414
NCTC13251	miniasm	102.294
NCTC13251	miniasm	102.193
NCTC13251	miniasm	94.5098
NCTC13251	miniasm	106.609
NCTC13251	miniasm	101.332
NCTC13251	miniasm	103.598
NCTC13251	miniasm	102.857
NCTC13251	miniasm	105.048
NCTC13251	miniasm	108.56
NCTC13251	miniasm	107.824
NCTC13251	miniasm	100.474
NCTC13251	miniasm	105.782
NCTC13251	miniasm	100.477
NCTC13251	miniasm	98.7759
NCTC13251	miniasm	102.655
NCTC13251	miniasm	107.238
NCTC13251	miniasm	99.3377
NCTC13251	miniasm	98.7689
NCTC13251	miniasm	93.6108
NCTC13251	miniasm	96.4321
NCTC13251	miniasm	103.602
NCTC13251	miniasm	105.308
NCTC13251	miniasm	99.7159
NCTC13251	miniasm	101.137
NCTC13251	miniasm	101.706
NCTC13251	miniasm	106.768
NCTC13251	miniasm	97.5214
NCTC13251	miniasm	100.57
NCTC13251	miniasm	102.846
NCTC13251	miniasm	107.4
NCTC13251	miniasm	103.626
NCTC13251	miniasm	96.4627
NCTC13251	miniasm	99.8104
NCTC13251	miniasm	105.398
NCTC13251	miniasm	95.0664
NCTC13251	miniasm	102.708
NCTC13251	miniasm	102.372
NCTC13251	miniasm	99.0357
NCTC13251	miniasm	102.657
NCTC13251	miniasm	104.004
NCTC13251	miniasm	96.4117
NCTC13251	miniasm	103.036
NCTC13251	miniasm	94.0719
NCTC13251	miniasm	103.033
NCTC13251	miniasm	104.839
NCTC13251	miniasm	104.076
NCTC13251	miniasm	107.204
NCTC13251	miniasm	101.515
NCTC13251	miniasm	103.343
NCTC13251	miniasm	103.432
NCTC13251	miniasm	100.192
NCTC13251	miniasm	101.708
NCTC13251	miniasm	100.569
NCTC13251	miniasm	103.693
NCTC13251	miniasm	98.4102
NCTC13251	miniasm	103.033
NCTC13251	miniasm	98.9554
NCTC13251	miniasm	103.314
NCTC13251	miniasm	107.678
NCTC13251	miniasm	103.223
NCTC13251	miniasm	106.489
NCTC13251	miniasm	106.818
NCTC13251	miniasm	106.167
NCTC13251	miniasm	103.125
NCTC13251	miniasm	99.6212
NCTC13251	miniasm	100.859
NCTC13251	miniasm	104.585
NCTC13251	miniasm	104.171
NCTC13251	miniasm	103.795
NCTC13251	miniasm	103.752
NCTC13251	miniasm	101.709
NCTC13251	miniasm	102.488
NCTC13251	miniasm	109.972
NCTC13251	miniasm	102.672
NCTC13251	miniasm	105.476
NCTC13251	miniasm	99.7107
NCTC13251	miniasm	104.451
NCTC13251	miniasm	103.229
NCTC13251	miniasm	101.244
NCTC13251	miniasm	102.659
NCTC13251	miniasm	101.425
NCTC13251	miniasm	104.068
NCTC13251	miniasm	103.465
NCTC13251	miniasm	102.564
NCTC13251	miniasm	101.33
NCTC13251	miniasm	101.064
NCTC13251	miniasm	108.453
NCTC13251	miniasm	95.8135
NCTC13251	miniasm	103.989
NCTC13251	miniasm	104.398
NCTC13251	miniasm	101.327
NCTC13251	miniasm	101.622
NCTC13251	miniasm	103.547
NCTC13251	miniasm	110.496
NCTC13251	miniasm	99.0521
NCTC13251	miniasm	96.9697
NCTC13251	miniasm	101.235
NCTC13251	miniasm	99.2352
NCTC13251	miniasm	104.64
NCTC13251	miniasm	107.123
NCTC13251	miniasm	102.927
NCTC13251	miniasm	103.795
NCTC13251	miniasm	99.2417
NCTC13251	miniasm	108.795
NCTC13251	miniasm	99.8092
NCTC13251	miniasm	101.803
NCTC13251	miniasm	103.721
NCTC13251	miniasm	97.8199
NCTC13251	miniasm	99.5256
NCTC13251	miniasm	102.397
NCTC13251	miniasm	103.897
NCTC13251	miniasm	99.8092
NCTC13251	miniasm	105.503
NCTC13251	miniasm	109.687
NCTC13251	miniasm	101.908
NCTC13251	miniasm	100.096
NCTC13251	miniasm	99.6128
NCTC13251	miniasm	116.046
NCTC13251	miniasm	102.984
NCTC13251	miniasm	97.2644
NCTC13251	miniasm	103.531
NCTC13251	miniasm	101.327
NCTC13251	miniasm	108.553
NCTC13251	miniasm	101.896
NCTC13251	miniasm	106.699
NCTC13251	miniasm	99.905
NCTC13251	miniasm	102.277
NCTC13251	miniasm	97.056
NCTC13251	miniasm	96.833
NCTC13251	miniasm	102.197
NCTC13251	miniasm	103.202
NCTC13251	miniasm	96.3706
NCTC13251	miniasm	102.871
NCTC13251	miniasm	102.579
NCTC13251	miniasm	105.213
NCTC13251	miniasm	97.8988
NCTC13251	miniasm	100.096
NCTC13251	miniasm	104.753
NCTC13251	miniasm	102.483
NCTC13251	miniasm	102.77
NCTC13251	miniasm	99.7151
NCTC13251	miniasm	102.95
NCTC13251	miniasm	106.029
NCTC13251	miniasm	101.244
NCTC13251	miniasm	103.33
NCTC13251	miniasm	106.667
NCTC13251	miniasm	105.832
NCTC13251	miniasm	109.659
NCTC13251	miniasm	99.9052
NCTC13251	miniasm	108.555
NCTC13251	miniasm	103.626
NCTC13251	miniasm	105.288
NCTC13251	miniasm	102.852
NCTC13251	miniasm	98.8495
NCTC13251	miniasm	101.144
NCTC13251	miniasm	95.8049
NCTC13251	miniasm	100.095
NCTC13251	miniasm	105.273
NCTC13251	miniasm	104.897
NCTC13251	miniasm	97.1983
NCTC13251	miniasm	102.195
NCTC13251	miniasm	105.916
NCTC13251	miniasm	101.089
NCTC13251	miniasm	101.9
NCTC13251	miniasm	110.178
NCTC13251	miniasm	103.435
NCTC13251	miniasm	103.343
NCTC13251	miniasm	102.687
NCTC13251	miniasm	109.789
NCTC13251	miniasm	100.382
NCTC13251	miniasm	105.916
NCTC13251	miniasm	95.4155
NCTC13251	miniasm	101.051
NCTC13251	miniasm	102.115
NCTC13251	miniasm	99.6187
NCTC13251	miniasm	107.603
NCTC13251	miniasm	109.51
NCTC13251	miniasm	102.882
NCTC13251	miniasm	105.263
NCTC13251	miniasm	104.962
NCTC13251	miniasm	103.927
NCTC13251	miniasm	108.214
NCTC13251	miniasm	102.716
NCTC13251	miniasm	102.967
NCTC13251	miniasm	102.981
NCTC13251	miniasm	103.056
NCTC13251	miniasm	103.764
NCTC13251	miniasm	102.212
NCTC13251	miniasm	98.1783
NCTC13251	miniasm	103.854
NCTC13251	miniasm	100.095
NCTC13251	miniasm	104.55
NCTC13251	miniasm	100.77
NCTC13251	miniasm	101.635
NCTC13251	miniasm	100.593
NCTC13251	miniasm	106.052
NCTC13251	miniasm	102.021
NCTC13251	miniasm	106.383
NCTC13251	miniasm	108.244
NCTC13251	miniasm	99.6063
NCTC13251	miniasm	105.447
NCTC13251	miniasm	104.084
NCTC13251	miniasm	103.435
NCTC13251	miniasm	109.212
NCTC13251	miniasm	93.0571
NCTC13251	miniasm	102.122
NCTC13251	miniasm	101.871
NCTC13251	miniasm	100.926
NCTC13251	miniasm	100.377
NCTC13251	miniasm	101.218
NCTC13251	miniasm	100.842
NCTC13251	miniasm	101.501
NCTC13251	miniasm	102.064
NCTC13251	miniasm	105.849
NCTC13251	miniasm	105.099
NCTC13251	miniasm	99.2495
NCTC13251	miniasm	108.491
NCTC13251	miniasm	101.525
NCTC13251	miniasm	101.81
NCTC13251	miniasm	105.411
NCTC13251	miniasm	103.955
NCTC13251	miniasm	108.167
NCTC13251	miniasm	99.7172
NCTC13251	miniasm	97.6303
NCTC13251	miniasm	97.0699
NCTC13251	miniasm	101.322
NCTC13251	miniasm	100.661
NCTC13251	miniasm	103.494
NCTC13251	miniasm	104.511
NCTC13251	miniasm	102.652
NCTC13251	miniasm	109.745
NCTC13251	miniasm	95.928
NCTC13251	miniasm	101.332
NCTC13251	miniasm	107.656
NCTC13251	miniasm	98.869
NCTC13251	miniasm	101.136
NCTC13251	miniasm	103.223
NCTC13251	miniasm	99.8108
NCTC13251	miniasm	108.807
NCTC13251	miniasm	104.068
NCTC13251	miniasm	107.197
NCTC13251	miniasm	106.377
NCTC13251	miniasm	103.497
NCTC13251	miniasm	98.5795
NCTC13251	miniasm	101.524
NCTC13251	miniasm	105.349
NCTC13251	miniasm	103.217
NCTC13251	miniasm	99.905
NCTC13251	miniasm	103.912
NCTC13251	miniasm	103.435
NCTC13251	miniasm	99.809
NCTC13251	miniasm	104.459
NCTC13251	miniasm	101.874
NCTC13251	miniasm	99.9047
NCTC13251	miniasm	102.122
NCTC13251	miniasm	103.062
NCTC13251	miniasm	103.602
NCTC13251	miniasm	99.0512
NCTC13251	miniasm	96.9639
NCTC13251	miniasm	101.144
NCTC13251	miniasm	105.067
NCTC13251	miniasm	103.027
NCTC13251	miniasm	99.241
NCTC13251	miniasm	99.5256
NCTC13251	miniasm	103.438
NCTC13251	miniasm	103.697
NCTC13251	miniasm	99.0458
NCTC13251	miniasm	103.119
NCTC13251	miniasm	100
NCTC13251	miniasm	106.058
NCTC13251	miniasm	102.023
NCTC13251	miniasm	101.898
NCTC13251	miniasm	93.0571
NCTC13251	miniasm	104.163
NCTC13251	miniasm	104.967
NCTC13251	miniasm	109.972
NCTC13251	miniasm	109.733
NCTC13251	miniasm	102.958
NCTC13251	miniasm	103.149
NCTC13251	miniasm	102.659
NCTC13251	miniasm	101.425
NCTC13251	miniasm	104.084
NCTC13251	miniasm	102.564
NCTC13251	miniasm	101.33
NCTC13251	miniasm	95.0664
NCTC13251	miniasm	102.967
NCTC13251	miniasm	103.343
NCTC13251	miniasm	102.372
NCTC13251	miniasm	102.654
NCTC13251	miniasm	102.863
NCTC13251	miniasm	101.145
NCTC13251	miniasm	103.036
NCTC13251	miniasm	107.306
NCTC13251	miniasm	104.839
NCTC13251	miniasm	107.156
NCTC13251	miniasm	102.754
NCTC13251	miniasm	100.474
NCTC13251	miniasm	100.095
NCTC13251	miniasm	100.853
NCTC13251	miniasm	98.1783
NCTC13251	miniasm	105.787
NCTC13251	miniasm	106.679
NCTC13251	miniasm	104.753
NCTC13251	miniasm	101.813
NCTC13251	miniasm	100.382
NCTC13251	miniasm	102.195
NCTC13251	miniasm	109.272
NCTC13251	miniasm	95.4155
NCTC13251	miniasm	106.161
NCTC13251	miniasm	101.051
NCTC13251	miniasm	103.605
NCTC13251	miniasm	105.248
NCTC13251	miniasm	103.927
NCTC13251	miniasm	100.77
NCTC13251	miniasm	96.7245
NCTC13251	miniasm	100.926
NCTC13251	miniasm	108.244
NCTC13251	miniasm	103.629
NCTC13251	miniasm	103.897
NCTC13251	miniasm	102.271
NCTC13251	miniasm	107.89
NCTC13251	miniasm	105.263
NCTC13251	miniasm	102.581
NCTC13251	miniasm	100.095
NCTC13251	miniasm	106.743
NCTC13251	miniasm	102.972
NCTC13251	miniasm	101.622
NCTC13251	miniasm	102.672
NCTC13251	miniasm	102.292
NCTC13251	miniasm	105.877
NCTC13251	miniasm	101.239
NCTC13251	miniasm	101.619
NCTC13251	miniasm	102.765
NCTC13251	miniasm	107.333
NCTC13251	miniasm	102.197
NCTC13251	miniasm	103.343
NCTC13251	miniasm	102.687
NCTC13251	miniasm	104.004
NCTC13251	miniasm	98.8571
NCTC13251	miniasm	96.3706
NCTC13251	miniasm	102.86
NCTC13251	miniasm	110.496
NCTC13251	miniasm	104.986
NCTC13251	miniasm	97.8988
NCTC13251	miniasm	99.8092
NCTC13251	miniasm	101.429
NCTC13251	miniasm	103.721
NCTC13251	miniasm	105.273
NCTC13251	miniasm	99.6158
NCTC13251	miniasm	102.214
NCTC13251	miniasm	102.483
NCTC13251	miniasm	100.576
NCTC13251	miniasm	109.51
NCTC13251	miniasm	109.789
NCTC13251	miniasm	105.944
NCTC13251	miniasm	102.77
NCTC13251	miniasm	99.8092
NCTC13251	miniasm	101.908
NCTC13251	miniasm	102.882
NCTC13251	miniasm	107.245
NCTC13251	miniasm	106.857
NCTC13251	miniasm	99.619
NCTC13251	miniasm	103.531
NCTC13251	miniasm	98.5673
NCTC13251	miniasm	103.854
NCTC13251	miniasm	105.849
NCTC13251	miniasm	103.721
NCTC13251	miniasm	102.687
NCTC13251	miniasm	104.399
NCTC13251	miniasm	102.115
NCTC13251	miniasm	106.731
NCTC13251	miniasm	100.096
NCTC13251	miniasm	116.046
NCTC13251	miniasm	106.699
NCTC13251	miniasm	98.1818
NCTC13251	miniasm	108.549
NCTC13251	miniasm	104.55
NCTC13251	miniasm	104.398
NCTC13251	miniasm	102.871
NCTC13251	miniasm	99.2352
NCTC13251	miniasm	107.692
NCTC13251	miniasm	108.795
NCTC13251	miniasm	103.34
NCTC13251	miniasm	107.603
NCTC13251	miniasm	100.478
NCTC13251	miniasm	104.585
NCTC13251	miniasm	105.288
NCTC13251	miniasm	101.244
NCTC13251	miniasm	102.679
NCTC13251	miniasm	96.4627
NCTC13251	miniasm	103.935
NCTC13251	miniasm	102.214
NCTC13251	miniasm	99.6063
NCTC13251	miniasm	96.833
NCTC13251	miniasm	103.547
NCTC13251	miniasm	102.314
NCTC13251	miniasm	106.48
NCTC13251	miniasm	101.151
NCTC13251	miniasm	103.495
NCTC13251	miniasm	105.476
NCTC13251	miniasm	100.292
NCTC13251	miniasm	103.458
NCTC13251	miniasm	102.716
NCTC13251	miniasm	97.8826
NCTC13251	miniasm	100.192
NCTC13251	miniasm	102.984
NCTC13251	miniasm	104.084
NCTC13251	miniasm	98.9331
NCTC13251	miniasm	101.064
NCTC13251	miniasm	102.7
NCTC13251	miniasm	99.4146
NCTC13251	miniasm	93.6047
NCTC13251	miniasm	95.8049
NCTC13251	miniasm	94.1
NCTC13251	miniasm	100.593
NCTC13251	miniasm	104.864
NCTC13251	miniasm	94.4719
NCTC13251	miniasm	102.657
NCTC13251	miniasm	101.087
NCTC13251	miniasm	96.4286
NCTC13251	miniasm	97.2644
NCTC13251	miniasm	97.1983
NCTC13251	miniasm	103.752
NCTC13251	miniasm	98.5531
NCTC13251	miniasm	108.453
NCTC13251	miniasm	101.9
NCTC13251	miniasm	110.23
NCTC13251	miniasm	99.812
NCTC13251	miniasm	107.15
NCTC13251	miniasm	101.044
NCTC13251	miniasm	101.132
NCTC13251	miniasm	104.068
NCTC13251	miniasm	103.5
NCTC13251	miniasm	98.5809
NCTC13251	miniasm	101.521
NCTC13251	miniasm	103.217
NCTC13251	miniasm	97.5379
NCTC13251	miniasm	100.66
NCTC13251	miniasm	102.178
NCTC13251	miniasm	97.0588
NCTC13251	miniasm	103.504
NCTC13251	miniasm	103.223
NCTC13251	miniasm	95.9242
NCTC13251	miniasm	101.331
NCTC13251	miniasm	101.611
NCTC13251	miniasm	101.633
NCTC13251	miniasm	108.683
NCTC13251	miniasm	93.75
NCTC13251	miniasm	103.791
NCTC13251	miniasm	101.801
NCTC13251	miniasm	106.377
NCTC13251	miniasm	107.642
NCTC13251	miniasm	105.91
NCTC13251	miniasm	105.498
NCTC13251	miniasm	101.801
NCTC13251	miniasm	98.7689
NCTC13251	miniasm	99.7156
NCTC13251	miniasm	99.905
NCTC13251	miniasm	103.795
NCTC13251	miniasm	103.435
NCTC13251	miniasm	108.222
NCTC13251	miniasm	99.7148
NCTC13251	miniasm	102.279
NCTC13251	miniasm	104.459
NCTC13251	miniasm	101.706
NCTC13251	miniasm	101.874
NCTC13251	miniasm	99.9048
NCTC13251	miniasm	102.122
NCTC13251	miniasm	108.571
NCTC13251	miniasm	105.393
NCTC13251	miniasm	103.324
NCTC13251	miniasm	103.062
NCTC13251	miniasm	101.328
NCTC13251	miniasm	103.602
NCTC13251	miniasm	102.944
NCTC13251	miniasm	105.453
NCTC13251	miniasm	99.0512
NCTC13251	miniasm	96.9639
NCTC13251	miniasm	101.144
NCTC13251	miniasm	105.223
NCTC13251	miniasm	103.033
NCTC13251	miniasm	107.962
NCTC13251	miniasm	99.2439
NCTC13251	miniasm	101.517
NCTC13251	miniasm	99.618
NCTC13251	miniasm	97.8178
NCTC13251	miniasm	99.5256
NCTC13251	miniasm	100.474
NCTC13251	miniasm	103.438
NCTC13251	miniasm	103.697
NCTC13251	miniasm	99.0458
NCTC13251	miniasm	107.204
NCTC13251	miniasm	106.792
NCTC13251	miniasm	103.128
NCTC13251	miniasm	99.3365
NCTC13251	miniasm	101.328
NCTC13251	miniasm	100
NCTC13251	miniasm	108.729
NCTC13251	miniasm	106.058
NCTC13251	miniasm	102.023
NCTC13251	miniasm	101.898
NCTC13251	miniasm	93.0571
